Entity,Label,Count of NER
heartburn,PERSON,1
ayub khans,PERSON,1
moscow 1966,FAC,1
gen yahya khan,PERSON,1
indira gandhi,PERSON,1
zakir hussain,PERSON,1
s400,NORP,1
kamov,PERSON,1
226,CARDINAL,1
grigorovichclass guidedmissile stealth,PERSON,1
2 billion,CARDINAL,2
indian navy,ORG,1
jawaharlal,GPE,1
ian,NORP,4
1829,DATE,2
many16,PRODUCT,1
1815,DATE,1
nicholas slow,PERSON,1
robert mugabe deathbed,PERSON,1
daily  oct 29 2016,DATE,1
peter mandelson,PERSON,1
mandelson chair lazard international investment bank,ORG,1
mandelson,PERSON,5
patrick chinamasa,PERSON,1
11 billion,CARDINAL,1
zimbabwean,NORP,1
zimbabwean government,ORG,1
mugabe point,PERSON,1
mugabe dominating,PERSON,1
zimbabwean press less,ORG,1
mugabe 92,PERSON,1
mugabe stripped,PERSON,1
gordon brown,PERSON,1
mugabe africas,PERSON,1
african national unionpatriotic front party,ORG,1
1000billion zimbabwean dollar,MONEY,1
51 per cent,MONEY,1
april 20017,DATE,1
morgan,PERSON,1
new england,FAC,1
18m dollar,MONEY,1
bill melinda,PERSON,3
19bn,ORDINAL,1
fizzles,CARDINAL,1
eight hour,TIME,1
1 hour ago,TIME,2
dnc sue trump,PERSON,1
election day 13 days,DATE,1
czechoslovakia munich,ORG,1
september 1938,DATE,1
ussr lenin,PERSON,1
early 1920s,DATE,1
europe england,LOC,1
antisoviet,GPE,1
czechoslovakia,ORG,1
altar european,NORP,1
ukraine galicia,LOC,1
western belarus lithuania,ORG,1
rada,ORG,1
czech,NORP,3
lands transcarpathian,PERSON,1
soviet ukraine,NORP,1
custard stuffed,PERSON,2
cambodian,NORP,1
twenty minutes,TIME,2
25 63 cm,QUANTITY,1
twenty minutes,QUANTITY,1
16th century,DATE,3
maxima,PRODUCT,1
kuri kabocha,PERSON,1
month 4,DATE,1
soak cashews,PERSON,1
34 hours,TIME,1
½ cup,LAW,1
flour chia,PERSON,1
himalayan crystal,PERSON,1
400f,PRODUCT,1
pan cookie,PERSON,1
pan place,PERSON,1
40 minutes,TIME,1
400f,CARDINAL,1
another 15 minutes,TIME,1
worryeven fda,PERSON,1
bob gourley,PERSON,1
cto dia,PERSON,1
syria green party,ORG,1
the green party,ORG,1
stein ajamu baraka,PERSON,2
twoparty,CARDINAL,3
two summers ago,DATE,1
wall street movement,ORG,1
every four years 2016,DATE,1
media democratic party,ORG,1
obama democratic party,ORG,1
five percent,PERCENT,3
hundred years,DATE,1
american historyjd,ORG,1
75 years ago,DATE,2
tavistock institute human relations,ORG,1
freudian,NORP,1
jd rockefeller,PERSON,1
henry kissinger henry kissinger,PERSON,1
1954kissinger,CARDINAL,1
kissinger,PERSON,2
citizens via covert drone,ORG,1
george soros george soros one,PERSON,1
making billion dollars,MONEY,1
maxim rothschild,PERSON,1
melinda,ORG,1
68 billion,CARDINAL,1
47500,CARDINAL,1
days weeks months,DATE,1
vaccinationyoung,GPE,1
dhawan idea,PERSON,1
george soros bill melinda,PERSON,1
melinda,PERSON,1
last 16,DATE,1
population least 2 billion,CARDINAL,1
6 billion dollars,MONEY,1
16 2013,DATE,2
jonathan foster l,PERSON,1
mona nelson,PERSON,5
5 11,CARDINAL,1
trayvon martin,PERSON,2
george zimmerman,PERSON,2
white texas,ORG,1
jonathan foster,PERSON,3
nelson,PERSON,10
2½ years ago christmas eve 2010,DATE,1
christmas eve 2010,DATE,1
december 28,DATE,1
jonathans,PERSON,1
christmas eve,DATE,3
jonathans,NORP,1
cynthia cisneros,PERSON,1
december 30 2010,DATE,1
northeast houston east,LOC,1
david gott,PERSON,1
6pm,TIME,1
jonathans body,PERSON,1
jonathan taken,PERSON,1
rita jackson,PERSON,1
nelson jonathans,PERSON,1
jonathans murder,PERSON,1
mike miller,PERSON,1
12 year old,DATE,1
jonathan foster r ktrk,PERSON,1
august 12 2013,DATE,1
alderwoman madison,PERSON,1
wisconsinald rebecca,PERSON,1
datanearby wauwatosa police department,ORG,1
11516,DATE,2
adam levitin via,PERSON,1
year one,DATE,2
zhayynn,GPE,1
one 1,CARDINAL,1
lone wolf,PERSON,2
april 2002,DATE,1
jacques chirac,PERSON,2
two weeks later 5,DATE,1
de la,ORG,1
netherlands germany,GPE,1
calais north,PERSON,1
south danish,NORP,1
notas,ORG,1
nativist,NORP,2
6 may 2002,DATE,1
national france danish peoples party,ORG,1
oudenampsen tilburg university,ORG,1
centreright party,ORG,1
early one morning,TIME,1
november 2004,DATE,2
theo van gogh,PERSON,1
shot van gogh,PERSON,1
late 2004,DATE,1
centreright venstre party,ORG,1
dpp,ORG,8
2002 months,DATE,1
fns,ORG,1
kick blatant,PERSON,1
32up 19,DATE,1
nicolas sarkozy finkielkraut,PERSON,1
jardin du luxembourg,PERSON,1
normandy finkielkraut,PERSON,1
67yearold,CARDINAL,3
fourteen years later,DATE,1
witnessedthan old,FAC,1
andrew hussey,PERSON,1
80 years,DATE,1
islam geert wilders,PERSON,1
last september,DATE,2
klaas dijkhoff,PERSON,1
fireworks decade,DATE,1
van gogh,ORG,1
bas heijne,PERSON,1
liberal daily newspaper,ORG,1
pens fn,ORG,1
social movement site,ORG,1
oudenampsen,ORG,1
kustaw,PERSON,1
van goghs,PERSON,1
mohamed bouyeri,ORG,1
bas,PERSON,1
ahmed marcouch first,PERSON,1
muslim europe,LOC,1
150 10,CARDINAL,1
lars trier mogensen,PERSON,1
41yearold,CARDINAL,1
jyllandsposten denmarks,PERSON,1
mette frederiksen,PERSON,1
stockholm meet,ORG,1
january three months,DATE,1
1200,DATE,1
kenneth kristensen,PERSON,1
almost years,DATE,1
paul collier,PERSON,1
supporter amsterdam,PERSON,1
five years ago,DATE,5
calais castlelike town hall,GPE,1
samuel pascal,PERSON,1
retake calais,PERSON,1
three miles,QUANTITY,3
rudy vercucque yohann,PERSON,1
sarkozys republicans party,ORG,1
calais find surgeon,ORG,1
calais vercucque,PERSON,1
mike bloomberg,PERSON,1
bernie sanders lounges,PERSON,1
alex seitzwald,PERSON,1
bernie sanders prolific,PERSON,1
monday february 8,DATE,1
february 8,DATE,1
senate campaign committee,ORG,1
s hillary clinton,PERSON,3
manhattans,NORP,1
tim kaine join,PERSON,1
early 930 pm,TIME,1
2000style,CARDINAL,1
islamic state church,ORG,1
air ground forces,ORG,1
sunni muslim,NORP,2
battle city,PERSON,1
mosque islamic,ORG,1
abu bakr,PERSON,1
stephen kalin,PERSON,1
1700 years,DATE,1
joseph,PERSON,3
1555,DATE,1
jesus hours,PERSON,1
jesus revealed,PERSON,1
3033,CARDINAL,1
john 193842,PERSON,1
100 pounds,QUANTITY,1
jesus bound linen,PERSON,1
john nicodemus,PERSON,1
edicule latin,PERSON,1
180810,DATE,1
1947,CARDINAL,1
moropoulou leader,PERSON,1
spring 2017,DATE,2
king abdullah,PERSON,1
jordan mica,PERSON,1
jeanette smith,PERSON,3
jesus tomb,PERSON,1
310 pm,TIME,1
joey,PERSON,1
thaddeus russell,PERSON,1
historian thaddeus russell,PERSON,1
russell nick gillespie,PERSON,1
19 angela,QUANTITY,1
congress christian democratic union,ORG,1
wittenburg german,PERSON,1
islam germany,GPE,1
mep beatrix von,PERSON,1
307 pm,TIME,1
250 pm,TIME,1
26 oct 2016 2109,DATE,1
bill weld,PERSON,2
pictwittercomuorqcpwdyy,GPE,1
jeff jarvis,PERSON,1
trump charisma panache,ORG,1
dave kranzler,PERSON,1
40 1970,DATE,1
gold year,DATE,1
gold reserve currency,ORG,1
al science direct,PERSON,1
95th,ORDINAL,1
320000 7th,CARDINAL,1
001 2011 2015,DATE,1
0 11,CARDINAL,1
july 5,DATE,1
1 2 3,CARDINAL,3
robert sternberg,PERSON,1
hugo boss,PERSON,1
adolph hitler george soros,PERSON,1
jan 20 2017,DATE,1
dmitri trenin trumps presidency,PERSON,1
scholars engage,GPE,1
300112345,DATE,2
50057672,DATE,2
3370,DATE,2
number 31,CARDINAL,2
646,CARDINAL,3
777,CARDINAL,3
john key channels,PERSON,1
john key lockstep,PERSON,1
7 million,CARDINAL,5
31 october 2016,DATE,2
julian crawford,PERSON,1
john key serious hiv,PERSON,1
john key lot,PERSON,1
fbi thomas,PERSON,1
zealands national business review,ORG,1
john key continue,PERSON,1
broadcaster duncan,PERSON,1
november 9 2016 906,DATE,1
pressgfk,ORG,1
dana milbank,PERSON,1
society robert payne,ORG,1
pervert husband clinton,PERSON,1
late date,DATE,1
philosopher soren,PERSON,1
danish state church,ORG,1
monday 14,DATE,1
ukip spokesman,ORG,1
number 10,CARDINAL,1
cancels,GPE,3
sarasota,GPE,6
friday 6,DATE,2
constancequeen8,ORG,1
allison vincent,PERSON,1
four year,DATE,1
killing jfk,PERSON,1
news corp,ORG,1
murdoch kelly,PERSON,1
15million year,DATE,1
20million,CARDINAL,1
next july,DATE,1
past year next month,DATE,1
honcho jeff zucker,PERSON,1
jon klein,PERSON,1
kelly detroit,ORG,1
bill shine,PERSON,1
scott,ORG,1
8am 3pm,TIME,1
330am,ORG,1
kellywhen americas newsroom,ORG,1
9am,TIME,1
colin kaepernick,PERSON,8
national football league,ORG,1
badami air force veteran,ORG,1
badami,PERSON,2
badami,GPE,1
eric margolis usa,PERSON,1
20something,CARDINAL,2
hezbullah,GPE,1
15 hours,TIME,2
1967 1973,DATE,2
states,GPE,1
jay syrmopoulos,PERSON,4
october 28 2016 1,DATE,1
264 million rubles 4 million,MONEY,2
earlier 38 billion rubles,MONEY,1
20162018,DATE,1
november 2018,DATE,1
tony fabrizio,PERSON,1
rick scott trump,PERSON,1
767000,CARDINAL,1
jason easley mon,PERSON,1
kevin carmichael,PERSON,1
cair boston globe,ORG,1
55 acres,QUANTITY,1
counteroffer town,PERSON,1
sarah wunsch,PERSON,1
gary brackett,PERSON,1
broadbrush,PERSON,1
dr amjad bahnassi,PERSON,1
many estimated 5000,CARDINAL,1
60 miles,QUANTITY,3
redfern microsoft,ORG,1
social hour,TIME,1
saeed abedini,PERSON,1
last year day,DATE,1
539 530,CARDINAL,1
abedini,NORP,1
disqualifies,GPE,1
austin today,PERSON,1
trump2016 austin,PERSON,1
islamic state daily newspaper,ORG,1
30 km 20 miles,QUANTITY,1
10 km,QUANTITY,3
ka52 ka52,ORG,1
kozyulina professor academy military science francois,ORG,1
cairo,GPE,6
kozyulina,GPE,1
ka52,ORG,1
banco itau,ORG,1
ones clinton,PERSON,1
april 24 2013,DATE,1
exactly day,DATE,1
capitol pentagon,ORG,1
early evening,TIME,1
218k,PRODUCT,1
10k,DATE,2
hooey,GPE,1
every day eight full years,DATE,1
arcane insane,PERSON,1
18thcentury,CARDINAL,1
joel w,PERSON,1
november 3 2016 2,DATE,1
hill oohrah,PERSON,1
june 16 2016,DATE,1
two evils day,DATE,1
arizona fraud suppression,ORG,1
w reuters,ORG,1
m1,CARDINAL,1
15000 feet,QUANTITY,1
information national center health,ORG,1
seven percent,PERCENT,1
approximately 160000,CARDINAL,1
51200,DATE,1
41300,CARDINAL,1
2014 400 million,MONEY,1
2042,DATE,1
2050,CARDINAL,2
makeup united states,GPE,1
hundred years ago,DATE,1
morgan hill,ORG,1
cinco de mayo,ORG,1
mike gonzalez,PERSON,1
fellow kathryn,PERSON,1
collom davis institute national security foreign,ORG,1
america nation,FAC,2
past decades,DATE,4
american culture meanwhile data,ORG,1
30 years earlier,DATE,1
endingfed news network,ORG,1
eddie angelina,PERSON,1
jon voight,PERSON,1
slammed george soros hillary clinton,PERSON,1
two per cent,MONEY,1
kornfeld,PERSON,1
soros,PERSON,2
tycoon days earlier,DATE,1
bobby deniros,PERSON,1
robert deniros,PERSON,1
six women days,DATE,1
angelina jolie sort,PERSON,1
chapter 8,LAW,3
indian summer,DATE,1
mule deer,PERSON,1
jettison,PERSON,1
ellison,PERSON,1
one afternoon,TIME,2
west ellison,PERSON,1
gazette,PERSON,1
many days,DATE,1
monte ellison,PERSON,1
dimmed helpless,PERSON,1
das language,PRODUCT,1
march 2,DATE,1
4 2015,DATE,1
8 2015 days,DATE,1
first week march 2015,DATE,1
trump gotten republican party,ORG,1
republican national committee,ORG,6
october 22th 2016,DATE,1
niki,PERSON,1
natacha polony,PERSON,1
myret zaki,PERSON,1
brexit karl müller,PERSON,1
pierregabriel bieri,PERSON,1
hindus,NORP,1
wednesday day week,DATE,1
david sirota,PERSON,3
andrew perez maplight avi asherschapiro,PERSON,1
nearly 5 million,CARDINAL,1
white judith burns,ORG,1
benjamin keane attorney,PERSON,1
458 billion,MONEY,1
251 billion behalf millions,MONEY,1
2012 2015,DATE,1
matt mallow,PERSON,1
roughly 100000,CARDINAL,1
44 million,CARDINAL,1
roughly 88 billion,MONEY,1
morgan chase wells fargo goldman sachs blackrock,ORG,1
870000,CARDINAL,1
roughly 17 percent,PERCENT,1
roughly 15 billion,MONEY,1
marc hopkins,PERSON,1
millard communicating,PERSON,1
nearly 16 billion,CARDINAL,1
earlier year months,DATE,1
holiday season,DATE,1
four oclock morning,TIME,1
last following year,DATE,1
3 day,DATE,1
nearly 400 dollars,MONEY,1
non ed,NORP,1
monckton,GPE,7
tim ball,PERSON,2
ball,PERSON,1
decades 2013,DATE,1
year old,DATE,1
pentagon treasury,ORG,1
caucasus2016,ORG,1
parrikar defence ministry,ORG,1
ken silverstein,PERSON,1
jim ritterhoff,PERSON,1
israel hayom newspaper,ORG,1
jefferson public school,ORG,1
smart meter,PERSON,1
2 4,CARDINAL,1
november 2 3 2016,DATE,1
35page,CARDINAL,1
308,CARDINAL,2
peco,ORG,5
ami smart meters,PERSON,5
2016 come 1940s,DATE,1
puc,ORG,6
later 1940s,DATE,1
american academy,ORG,2
august 29 2013,DATE,1
pamela reed,PERSON,1
ami smart meters plus,PERSON,1
9600,CARDINAL,1
ami smart,PERSON,1
meters emfs,PERSON,1
ami smart meter,PERSON,2
every fifteen seconds,TIME,1
ami smart meter agenda,PERSON,1
numerous years,DATE,1
78 th year,DATE,1
holistic healthcare,ORG,1
383,CARDINAL,1
meter house,PERSON,1
george mason university,ORG,1
kirkland4,ORG,1
companiespeco,ORG,1
puc commonwealth,ORG,1
annotationsnot 1940s,DATE,1
rfsemfs,PERSON,1
continuum healthcare services,ORG,1
pucpeco,ORG,1
penna medicaid,PERSON,1
approximately 10,CARDINAL,1
one estimated 10000,CARDINAL,1
roughly 30,CARDINAL,1
tom bradys,PERSON,2
brady jr often,PERSON,1
64yearold,CARDINAL,3
1972 1997,DATE,1
1995 1996,DATE,1
un eu un secretarygeneral ban kimoon,ORG,1
nicos,PERSON,2
l mustafa akinci,PERSON,1
september 25 2016,DATE,2
mediterranean island,LOC,3
mustafa akinci,PERSON,1
november 7 11,DATE,1
nearly 18 months ago,DATE,1
october 2014,DATE,1
nearly one decade later 1983,DATE,1
debbie menon,PERSON,1
israel united states,GPE,1
sheldon adelson fronts aipac zionist,PERSON,1
reuven rivlin,PERSON,1
rivlin,PERSON,1
isaac,PERSON,1
habayit,NORP,1
hayehudi,ORG,1
october 2 2016,DATE,1
queens,ORG,1
patrick gormans,PERSON,1
nine hours,TIME,1
patrick gorman,PERSON,1
wayne bradley,PERSON,1
africanamerican engagement michigan republican party,ORG,2
grider november 5 2016,DATE,1
africanamerican vote,ORG,4
1846 percent,PERCENT,2
1249,DATE,1
277 percent,PERCENT,1
two nights,TIME,1
2 1150,CARDINAL,1
john yob,PERSON,1
w ayne bradley,PERSON,1
32000,CARDINAL,1
clinton detroit free press,ORG,1
88 two weeks ago,DATE,1
africanamerican turnout,PERSON,1
82 percent,PERCENT,3
score 3 percent,PERCENT,1
roughly 7 percent,PERCENT,1
klan  hesitate,ORG,1
957,CARDINAL,1
roughly 110,CARDINAL,1
185 percent,PERCENT,1
fourperson,ORG,1
pick clinton,PERSON,1
123 percent,PERCENT,1
139 percent,PERCENT,1
oct 30 survey 1176,DATE,1
oct 28 oct 31,DATE,1
659,CARDINAL,1
siena university,ORG,2
89 percent,PERCENT,1
roughly 86 percent,PERCENT,1
nov 3 nov 4,DATE,1
remington,GPE,1
78 percent,PERCENT,1
nov 2 nov,DATE,1
british daily mail,ORG,1
valerie jarrett,PERSON,1
american herald,ORG,1
prof tony,PERSON,1
brantford ontario prof hall,ORG,1
late august 2016,DATE,1
dr hall,PERSON,2
post dr hall,PERSON,1
oct 4,DATE,1
u l,ORG,1
dr mike,PERSON,1
1492,DATE,1
american herald tribune currently,ORG,1
mcgillqueens university,ORG,1
michael corleone,PERSON,1
palestinian authority administration,ORG,1
eight weeks,DATE,1
twice week,DATE,1
un general assembly unescos decisions,ORG,1
unescos secretarygeneral irina bukova,ORG,1
antiisrael,GPE,1
jordanians felt,PERSON,1
unescos world heritage committee,ORG,2
unesco security council,ORG,1
un secretarygeneral ban,ORG,1
spain france,ORG,1
north africa europe,LOC,1
malaysians,NORP,1
united jerusalem,GPE,1
samaria,GPE,1
21 century,DATE,1
putin dealmaker,PERSON,1
putin lobby,PERSON,1
cheryl mills clinton,ORG,1
jim comey john podesta,PERSON,1
55000,CARDINAL,3
8 days 650000,DATE,1
793f,PRODUCT,1
167,CARDINAL,2
ccby20,GPE,1
the safest year,DATE,1
scott mclarty,PERSON,1
chiu son,PERSON,1
memo comey,PERSON,1
comey attorney,PERSON,1
world war ii vet next,EVENT,1
joe grab hanky,ORG,1
last saturday three days,DATE,1
charlie kindem,PERSON,1
month later,DATE,1
joyce five,PERSON,1
every winter,DATE,2
kindem,ORG,1
four 10,CARDINAL,1
putin point,ORG,1
provocateur milo,PERSON,1
first us college event,ORG,1
aviv,GPE,1
ashkenazi jewish,NORP,1
us khavich told,PERSON,1
dan corey,PERSON,1
manchester city council,ORG,3
year next,DATE,1
hellenic,NORP,1
george zacharopoulos,PERSON,1
omar mateen,PERSON,1
hasan mohammed abdulazeez dzhokhar tsarnaev myriad,PERSON,1
critically jihad,ORG,1
ann corcoran,PERSON,1
steven emerson,PERSON,1
andrew c mccarthy,PERSON,1
nogo zones regarding nogo zones news,PERSON,1
fears splc excoriates brigitte gabriel act america,ORG,1
david horowitz,PERSON,6
people democratic party,ORG,1
pamela geller american freedom defense initiative splc,ORG,1
john guandolos,PERSON,1
every days,DATE,2
islam muslim,NORP,1
islamophobia propaganda,ORG,1
san bernardino jihad,ORG,1
federal department health human services,ORG,1
education department justice department,ORG,1
four dozen,CARDINAL,1
94 percent,PERCENT,2
agenda wichita,PERSON,1
2800acre,CARDINAL,2
majority days,DATE,1
hillary clinton michelle obama,PERSON,2
318,CARDINAL,1
nobarriers2016,ORG,2
democrats american,NORP,1
nick gutteridge,PERSON,1
metro,FAC,2
yards stalingrad metro,PERSON,1
6pm tonight,TIME,1
sudan,GPE,1
figaro,CARDINAL,1
60 53 day weeks,DATE,1
marie,PERSON,1
1960s 1970s,DATE,1
control airspace,ORG,2
08112016 129000,DATE,1
george soros possibility,PERSON,1
27 2016,QUANTITY,1
william forstchen pastor carl,PERSON,1
jim bakker,PERSON,6
william forstchen,PERSON,2
election 1860,DATE,2
660000,CARDINAL,3
pastor carl,PERSON,2
1948 1860,DATE,1
398 percent,PERCENT,2
295 percent,PERCENT,2
181 percent,PERCENT,2
john bell,PERSON,2
december 20 1860 44 days,DATE,1
forstchen coauthored books,PERSON,1
forstchen,ORG,1
january 2016,DATE,4
20 1860,DATE,1
44 days,DATE,1
couple dozen,CARDINAL,3
george soros soros,PERSON,1
around 25 million,CARDINAL,1
oct 7 2014,DATE,1
soros abedin,PERSON,1
liberal america,ORG,1
jan 23 2011,DATE,1
carl bildt,PERSON,1
ahtisaari miroslav lajcak clinton,PERSON,1
scalia feb 13 2016,PERSON,1
chris stone,PERSON,1
wallace jefferson,PERSON,1
texas podesta,PERSON,1
soros michael,PERSON,1
march 7 2016,DATE,1
alexander,PERSON,1
later month six days later,DATE,1
george interested,PERSON,1
maria dubovikova donald,PERSON,1
allan lichtman,PERSON,1
keys white house,PERSON,2
shadi hamid,PERSON,1
45th season,DATE,1
maria dubovikova,PERSON,1
moscow state institute international relations university ministry foreign affairs,ORG,1
mediterranean,GPE,4
francerussia,GPE,1
dr kevin barrett,PERSON,1
phd,EVENT,1
san francisco paris,GPE,1
wisconsin ran,ORG,1
kevin barrett,PERSON,3
cia,PRODUCT,1
federal reserve cfr trilateral commission,ORG,1
patriot watch,PERSON,1
kevin barrett,ORG,1
today editor 13th day,DATE,1
iran marking national day,EVENT,1
37 years ago,DATE,1
iranian university,ORG,1
earlier 1979,DATE,1
supreme war,ORG,1
ayatollah khamenei,PERSON,1
today day,DATE,2
7yearold,PRODUCT,1
11 pounds,QUANTITY,1
yearly daily,DATE,1
war united state,PERSON,1
3x,CARDINAL,1
edison,ORG,1
survivopedia,GPE,1
late yesterday,DATE,1
hillary clinton julian,PERSON,2
clinton,LOC,3
half  30000,CARDINAL,3
million dollar,MONEY,4
twelve million dollars,MONEY,3
twelve million,CARDINAL,2
barak,PERSON,3
thirty three thousand,CARDINAL,2
late 2011,DATE,4
around 40000,CARDINAL,3
trash hillary clinton,PERSON,3
126 million,CARDINAL,3
sixteen million,CARDINAL,2
ecuador embassy territory ecuador,ORG,3
extradite united states,GPE,2
100 per cent,MONEY,3
since least 2000,DATE,3
eighteen months,DATE,2
uk sweden,GPE,3
stockholm prosecutor,ORG,3
united nations formally,ORG,3
four decades ago,DATE,1
september 20,DATE,1
41yearold thomas,QUANTITY,1
alfred taylor,PERSON,1
shelton,PERSON,1
shelton clinton,PERSON,1
2020 93,DATE,1
eric sprott,PERSON,3
october 28 2016 1128,DATE,1
last 60 years,DATE,2
klans,NORP,1
blankfein dimon,PERSON,1
tens trillions,CARDINAL,1
marine navy,ORG,1
serviceman somehow,PERSON,1
less racial sensitivity 19th century,DATE,1
north carolina pictwittercomejkuu0clri  jason sparks,GPE,1
murdoch university west australia,ORG,1
1612,CARDINAL,2
273,PRODUCT,1
november 05,DATE,1
scott national unity,PERSON,1
kuzma minin,ORG,1
november 1612,DATE,1
1612,DATE,1
putin patriarch,PERSON,1
kirill bless,PERSON,1
vladimir great,PERSON,1
2795,CARDINAL,1
1700 billion,MONEY,1
hillary email clinton,PERSON,1
jeff rovin,PERSON,1
john edwards,PERSON,1
monica lewinsky rovin,PERSON,1
80s 90s,DATE,1
william jefferson clinton,PERSON,1
4000 month,DATE,1
faceoff bernie,PERSON,1
sandernistas,ORG,2
march 1994,DATE,1
roger clinton,PERSON,2
rovin says,PERSON,1
dylan howard clinton,PERSON,1
william blake,PERSON,1
propaganda machine college loan,ORG,1
almost 50 million,CARDINAL,1
40 year,DATE,1
80k year,DATE,1
18 year olds,DATE,1
mussolini franco,PERSON,1
bolivia,GPE,3
chile,PRODUCT,1
lawrence britt,PERSON,1
degree matthew reece,PERSON,1
140point,CARDINAL,1
september 11,DATE,4
810,CARDINAL,5
america dark,GPE,1
mexicans irish,NORP,1
eastern europeans,NORP,1
1010,DATE,2
94th,CARDINAL,1
june 1 2015 last decades,DATE,1
1973,CARDINAL,1
310,CARDINAL,2
world war ii cold war,EVENT,1
2014 66 percent,PERCENT,1
1932,DATE,1
410,CARDINAL,1
recent years third,DATE,1
103 140,CARDINAL,1
736 percent,PERCENT,1
kelly trump,PERSON,1
wake news,ORG,1
21000,CARDINAL,2
university california berkeley,ORG,2
moldova,PERSON,1
moldovans,NORP,2
soviet republic closer,GPE,1
republic moldova,ORG,1
postsoviet moldavian,PERSON,1
