,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,antecedents_length,consequents_length
37,frozenset({'trump'}),frozenset({'clinton'}),0.3448940269749518,0.37443802183686575,0.23892100192678228,0.6927374301675978,1.850072347806089,0.10977956472293071,2.035919892567292,0.7013836179633145,1,1
25,frozenset({'election'}),frozenset({'clinton'}),0.329800899165061,0.37443802183686575,0.220616570327553,0.6689386562804285,1.7865137012497894,0.09712657404416793,1.8895651516868794,0.6568952181278853,1,1
24,frozenset({'clinton'}),frozenset({'election'}),0.37443802183686575,0.329800899165061,0.220616570327553,0.5891938250428816,1.7865137012497891,0.09712657404416793,1.6314241160199143,0.7037681315363946,1,1
0,frozenset({'october'}),frozenset({'2016'}),0.2703917790622993,0.481053307642903,0.2302504816955684,0.8515439429928742,1.7701654462482044,0.10017762201820027,3.495624919717407,0.5963214783821478,1,1
1,frozenset({'2016'}),frozenset({'october'}),0.481053307642903,0.2703917790622993,0.2302504816955684,0.4786381842456609,1.7701654462482044,0.10017762201820027,1.3994278040520816,0.83839257356698,1,1
85,frozenset({'hillary'}),frozenset({'election'}),0.36416184971098264,0.329800899165061,0.21226718047527296,0.5828924162257496,1.7674069952550968,0.09216627499897907,1.606777548301947,0.6828771833310411,1,1
84,frozenset({'election'}),frozenset({'hillary'}),0.329800899165061,0.36416184971098264,0.21226718047527296,0.6436222005842259,1.7674069952550966,0.09216627499897907,1.7841687987618056,0.6478662304721904,1,1
33,frozenset({'clinton'}),frozenset({'president'}),0.37443802183686575,0.31213872832369943,0.2010276172125883,0.5368782161234992,1.7199987294326917,0.08415100924038743,1.485270819952901,0.6691650648490135,1,1
32,frozenset({'president'}),frozenset({'clinton'}),0.31213872832369943,0.37443802183686575,0.2010276172125883,0.6440329218106995,1.7199987294326915,0.08415100924038743,1.7573590831634867,0.60855907858351,1,1
335,"frozenset({'people', 'time'})",frozenset({'come'}),0.3114964675658317,0.4120102761721259,0.20488118175979447,0.6577319587628866,1.5963969755164684,0.0765414361313545,1.7179217834730058,0.5426107121134142,2,1
338,frozenset({'come'}),"frozenset({'people', 'time'})",0.4120102761721259,0.3114964675658317,0.20488118175979447,0.49727201870615745,1.5963969755164684,0.0765414361313545,1.369534933508586,0.6353672128733806,1,2
358,"frozenset({'people', 'make'})",frozenset({'know'}),0.3179190751445087,0.40012845215157355,0.20263326910725754,0.6373737373737374,1.592922807529549,0.07542480166022547,1.654241872896775,0.5457170485374304,2,1
363,frozenset({'know'}),"frozenset({'people', 'make'})",0.40012845215157355,0.3179190751445087,0.20263326910725754,0.5064205457463884,1.592922807529549,0.07542480166022547,1.381907044503971,0.6205048239258576,1,2
374,frozenset({'know'}),"frozenset({'make', 'time'})",0.40012845215157355,0.33076429030186255,0.20680796403339757,0.5168539325842697,1.5626049961819573,0.07445976052789957,1.3851622828635868,0.6002001675821618,1,2
371,"frozenset({'make', 'time'})",frozenset({'know'}),0.33076429030186255,0.40012845215157355,0.20680796403339757,0.625242718446602,1.562604996181957,0.07445976052789957,1.6006935085074592,0.5379913210381374,2,1
353,"frozenset({'say', 'like'})",frozenset({'know'}),0.32402055234425176,0.40012845215157355,0.2010276172125883,0.6204162537165511,1.5505427079240288,0.07137777513778493,1.580340448509301,0.5252593475142858,2,1
356,frozenset({'know'}),"frozenset({'say', 'like'})",0.40012845215157355,0.32402055234425176,0.2010276172125883,0.5024077046548956,1.5505427079240286,0.07137777513778493,1.3585006319017132,0.5919009242599421,1,2
326,frozenset({'come'}),"frozenset({'make', 'time'})",0.4120102761721259,0.33076429030186255,0.2103403982016699,0.5105222135619641,1.5434623039145208,0.07406211160652229,1.3672442922654622,0.5988301557985668,1,2
323,"frozenset({'make', 'time'})",frozenset({'come'}),0.33076429030186255,0.4120102761721259,0.2103403982016699,0.6359223300970874,1.5434623039145208,0.07406211160652229,1.6150117747805612,0.5261314852529635,2,1
310,"frozenset({'people', 'make'})",frozenset({'come'}),0.3179190751445087,0.4120102761721259,0.2003853564547206,0.6303030303030303,1.5298235669241125,0.06939943050404476,1.5904640070753973,0.5077547805302043,2,1
315,frozenset({'come'}),"frozenset({'people', 'make'})",0.4120102761721259,0.3179190751445087,0.2003853564547206,0.4863600935307872,1.5298235669241125,0.06939943050404476,1.3279360039295833,0.5890066378187624,1,2
