Entity,Label,Count of NER
nightclub,PERSON,1
muslims united states,NORP,1
orlando gunmans,PERSON,1
america afghan,NORP,1
greensboro nc trump,PERSON,1
sen ron johnson,PERSON,2
pittsburgh clinton,PERSON,1
adam kinzinger rill air national guard,PERSON,1
matchup clinton,PERSON,3
lanhee chen gop foreign,PERSON,1
gop chen,PERSON,1
mile,QUANTITY,1
christina reynolds clintons,PERSON,1
cleveland entirety republican convention,ORG,1
justin barasky clinton,PERSON,1
ohio minnesota,ORG,1
107th,GPE,1
wisconsin clinton,PERSON,1
american federation teachers convention,ORG,1
42nd international,FAC,1
every night,TIME,2
white house reynolds,ORG,1
democratic national committee chair debbie,ORG,1
joyce beatty ohio,PERSON,1
joe crowley,PERSON,1
poll clinton,PERSON,2
4441 percent,PERCENT,1
seven 4538 percent,DATE,1
4944 percent,PERCENT,1
7 week ago 4942,DATE,1
4128 percent,PERCENT,1
30 18,CARDINAL,1
chris anderson trumps,PERSON,1
putin 3,PERSON,1
4744 percent,PERCENT,2
april 5340 percent,PERCENT,1
14 42,CARDINAL,1
5928 percent,PERCENT,1
7316 percent,PERCENT,1
4735 percent,PERCENT,1
7114 percent,PERCENT,1
anderson trump,PERSON,1
first 52 percent,PERCENT,1
things united states,GPE,1
6426 percent,PERCENT,1
percent clinton,PERSON,1
shaw,PERSON,1
one point 48 percent,PERCENT,1
1309,DATE,1
october 2225 2016,DATE,1
minus 25,CARDINAL,2
ben franklin,PERSON,2
james mchenry,ORG,1
philadelphia first speak,ORG,1
republic franklin,ORG,1
putin trump,PERSON,1
mexican heritage misogynist,PERSON,1
white trumps,PERSON,1
pat buchanan ran,PERSON,1
george mcgovern,PERSON,3
paul ryan,ORG,1
dan senor,PERSON,1
julia azari,PERSON,1
mcgoverns day,DATE,1
demagogues donald,PERSON,1
130 million,CARDINAL,3
1964 31 percent,PERCENT,1
obama,ORG,1
joe biden clinton win,PERSON,1
sarah rumpf,PERSON,1
breitbart writer,PERSON,1
around three feet,QUANTITY,1
saboteur breitbart,PERSON,1
3 years old,DATE,1
national labor relations board,ORG,2
control us,ORG,1
bill mandating,PERSON,1
pipeline senate,PERSON,1
92 couple weeks ago,DATE,1
john anderson,PERSON,2
68 1714,DATE,1
80 147,CARDINAL,1
96 88,CARDINAL,1
vermont captures,PERSON,1
gloria steinem,PERSON,6
coming 1991,DATE,1
later 1993,DATE,1
many many weeks months,DATE,1
false clinton,PERSON,1
dollars year,DATE,1
education labor committee committee,ORG,1
january 1991,DATE,1
1932,CARDINAL,1
byrd davis,PERSON,1
1883,DATE,1
roughly 10 trillion,CARDINAL,1
jpmorgan chase bank america,ORG,1
wells fargo goldman sachs,ORG,1
morgan stanley,ORG,1
federal reserve bank,ORG,3
9845804000000,CARDINAL,1
18128200000000,CARDINAL,1
5431,DATE,1
roughly 54,CARDINAL,1
trustee,ORG,1
cva,ORG,2
post2013,PERSON,1
990,CARDINAL,1
2monthold,CARDINAL,1
102 million,CARDINAL,2
syria yemen,ORG,1
el nino,GPE,1
nearly 4 million,CARDINAL,1
almost 500000,CARDINAL,1
9monthold,CARDINAL,1
samuel ferfu,PERSON,1
almost 6 million,CARDINAL,1
tom cotton rark,PERSON,1
winston churchill cotton,PERSON,1
shop day,DATE,1
kristen,CARDINAL,1
machado 1996,DATE,1
rosanna,PERSON,1
kellyanne conway trumps,PERSON,2
oprah winfrey network,PERSON,1
guskin washington,PERSON,1
barron finishes school,ORG,1
scott walker fox news,PERSON,1
one amateur hour,TIME,1
evolution evolution,PERSON,1
george waving,PERSON,1
katy perrys,PERSON,2
big bang,ORG,1
twentieth centuries,DATE,1
wanna,PERSON,1
radioit,ORG,1
fox businesss,ORG,1
1 trillion,MONEY,1
us paul,PERSON,1
2032,DATE,1
nearly 43 billion,MONEY,1
128000,CARDINAL,1
year 15,DATE,1
american farm bureau federation,ORG,1
10 billion 01 percent,MONEY,1
brunei australia,ORG,1
321 percent,PERCENT,1
20th,ORDINAL,2
peter petri,PERSON,1
putin russia,PERSON,1
putin mount,PERSON,1
world war ii cold war,EVENT,2
madeleine k albright,PERSON,1
61 january,DATE,1
gallup editor,PERSON,1
frank newport,PERSON,1
early april,DATE,1
53 59,CARDINAL,1
41 35,CARDINAL,1
cozy bigmoney,PERSON,1
mike ciletti,PERSON,1
wizbang solutions small commerce city,ORG,1
56000,CARDINAL,1
sept 18,DATE,1
oct 10,DATE,2
46000 2014,DATE,1
wizbang,ORG,1
wizbang,PERSON,1
wizbang solutions offers marketing,ORG,1
marty soudani,PERSON,1
jon anderson,PERSON,1
new jersey beachfront,ORG,1
mansion seryl,PERSON,1
ivankas inlaws cnn,ORG,1
seryl kushner,PERSON,1
kushner,PERSON,1
jan 31 day,DATE,1
new hampshire,PERSON,1
narayanswamy philip rucker,ORG,1
54 years,DATE,7
1125,DATE,1
1962,DATE,3
jim tracy thenlance,PERSON,1
morris thencpl,ORG,1
michele kelemen,PERSON,1
cbns jennifer,PERSON,1
steve moore,PERSON,1
jenna,PERSON,3
ronald schnackenberg,PERSON,1
september 2012about three years,DATE,1
trump university customers declaration,ORG,1
gonzalo curiela newfound,PERSON,1
35k,CARDINAL,1
jason nichols trump,PERSON,1
roughly 1500,CARDINAL,1
monday sept 26 2016,DATE,2
26 minutes,TIME,1
51 17,DATE,1
rang,PERSON,1
linmanuel miranda clinton,PERSON,1
david redlawsk,PERSON,2
science department university delaware newark information flows,ORG,1
jesus carpenter luke,PERSON,1
paul tentmaker,PERSON,1
47 hours week,TIME,1
38year,CARDINAL,1
2001 2011,DATE,1
half 1 percent,PERCENT,1
chuck mclean,PERSON,1
jesus ministry,ORG,1
almost 96 percent,PERCENT,1
2900,CARDINAL,1
1617,DATE,1
robert dickie iii,PERSON,1
crown,PERSON,1
january 6 2015,DATE,1
next 20 years,DATE,2
65 million,CARDINAL,3
today good year,DATE,1
dr thomas frieden,PERSON,1
h1n1,PERSON,3
h1n1,GPE,3
new year,DATE,2
max brooks,PERSON,1
world war z,EVENT,1
thousands travelers day,DATE,1
101st,ORG,2
1918,DATE,2
ron klain,PERSON,2
250 days,DATE,1
william gibson,PERSON,1
julia belluz,PERSON,2
frieden uganda motorcycle,PERSON,1
michael specter,PERSON,1
august eight months first cases,DATE,1
aca kentucky,ORG,1
300k,PRODUCT,2
295000,CARDINAL,1
previous month,DATE,1
workweek,DATE,3
346 hours,TIME,1
3 cents,MONEY,1
john ydstie,PERSON,2
departments bureau labor statistics,ORG,1
336000,CARDINAL,1
51000,CARDINAL,1
29000,CARDINAL,3
320000,CARDINAL,1
11year,CARDINAL,1
european central bank,ORG,1
1 trillion euro,MONEY,1
21st century six months ago,DATE,1
four twelve weeks,DATE,1
50state,ORG,1
nine weeks election day,DATE,1
midwest hillary,LOC,1
big electoral college,ORG,1
74000,CARDINAL,1
550 5000,CARDINAL,1
mississippi trumps,PERSON,1
244,CARDINAL,1
leads least four,CARDINAL,1
5642 percent,PERCENT,2
31 50,CARDINAL,1
degrees trumps base,PERSON,1
43 50,CARDINAL,1
wisconsin michigan,ORG,1
ohio michigan wisconsin,ORG,1
one 15,CARDINAL,2
hispanics clinton,PERSON,1
clintons trumps,PERSON,2
joe biden time,PERSON,1
process clinton,PERSON,1
sen lincoln chafee,PERSON,1
martin omalley suggested,PERSON,1
arm republican national committee,ORG,1
boehner stepping,PERSON,1
mike lee rutah simple,PERSON,1
434,CARDINAL,5
kentucky senate,ORG,1
obama defy,ORG,1
election years,DATE,2
recess schultz,PERSON,1
senate nations top court,ORG,1
west texas,LOC,4
sri srinivasan,PERSON,1
south asian,NORP,3
post 970,ORG,1
prologue nominate someone mainstream sen,ORG,1
dnew york,GPE,1
klobuchar dminnesota,ORG,1
gop hang chamber,ORG,1
portman ohio republican reelection year,ORG,1
manhattan china,ORG,1
white house sudden realization stephanopoulos,ORG,1
james murdoch,PERSON,1
murdoch familys,PERSON,1
mitt romney donald trump,PERSON,1
carlos slim thomson reuters bloomberg lp time warner,PERSON,1
aol hbo,PERSON,1
st louis final encounter,GPE,1
trumps hitlerian disregard truth,PERSON,1
hitlerian,NORP,1
war germany,GPE,1
hawaiian,NORP,2
henry kissinger george p shultz,PERSON,1
gop grandees,ORG,1
historian nicholas stargardt put countrys defeat,PERSON,1
1933,DATE,2
brigham young university,ORG,2
africanamerican students,ORG,1
white columbia,GPE,1
marshall allen member,PERSON,1
gary pinkel,PERSON,1
presided university,ORG,1
louis university missourikansas city missouri university science technology,ORG,1
payton head,PERSON,1
white student,ORG,1
collegians,NORP,1
africanamerican student group,ORG,1
roughly 8,CARDINAL,1
stan greenberg,PERSON,2
later morning,TIME,2
quinlan,ORG,1
stan,PERSON,1
rubio bloomberg,PERSON,1
roughly 6040,CARDINAL,1
90 95 percent,PERCENT,1
african americans join,ORG,1
war united states,GPE,1
malcolm,PERSON,3
propaganda,PERSON,1
muslims united states,GPE,4
yemen 2011 yesterday,DATE,1
klan tomorrow,PERSON,1
nbc trumps,ORG,1
richard coyne,PERSON,1
sarah anderson,PERSON,1
checkpoint berlin,PERSON,1
mosques united,GPE,1
arabic clinton,PERSON,1
nbc newss meet,ORG,1
muhammad ali donald trump,PERSON,1
howard university,ORG,1
edward brooke howard,PERSON,1
bowie state university,ORG,1
ferguson police department,ORG,2
18 miles,QUANTITY,1
voters paul,PERSON,1
martin luther kings,PERSON,1
ferguson paul,PERSON,1
american prospect magazine,ORG,1
bowie state paul,PERSON,1
antonio zambranomontes,PERSON,1
nearly 56 percent,PERCENT,1
michael brown st louis suburb 67,PERSON,1
three 53,CARDINAL,1
john crawford,PERSON,1
daniel pantaleo,PERSON,1
nebraska omaha,PERSON,1
graham v,PERSON,2
david klinger,PERSON,1
escape klinger,PERSON,1
10 seconds ago,TIME,1
walter katz,PERSON,1
hillary clinton trumps,PERSON,1
72 million,CARDINAL,1
jabbed husband,PERSON,1
november 23 percent,DATE,1
taken month,DATE,1
british gq,ORG,1
next first,DATE,1
kelly bimbo,ORG,1
guskin abby,PERSON,1
past year weeks,DATE,1
super bowl,EVENT,1
jan,CARDINAL,3
eli lilly salesforce,ORG,1
bill ran,PERSON,1
bill hammond,PERSON,1
loretta lynch,ORG,4
jews europe,LOC,1
jersey city,GPE,5
carson medical,ORG,1
princeton university,ORG,7
woodrow wilson  onetime,PERSON,1
princeton,GPE,1
five lessons,QUANTITY,1
kos,ORG,2
august 12,DATE,1
africans,NORP,2
july year 340000,DATE,1
year four times,DATE,1
elizabeth collett,PERSON,1
dublin regulation european treaty,ORG,1
marc pierini,PERSON,1
calais frances northern,ORG,1
leaving least nine,CARDINAL,1
syria,NORP,1
macedonia,GPE,1
gabriela andreevska,PERSON,1
young macedonian spends,PERSON,1
906page,CARDINAL,1
virginia community college,ORG,1
sallie mae,ORG,1
drama past seven years,DATE,1
yeswecan pursuit,ORG,1
nearly 2000 percent,PERCENT,1
hindu,NORP,1
obama pledged appoint replacement,ORG,1
three 37 percent,PERCENT,1
another 44 percent,PERCENT,1
catholic ronald reagan,ORG,1
stephen breyer ruth,PERSON,2
russell moore,PERSON,3
agree scalia,PERSON,1
obama administration major victory health,ORG,1
phrase roberts,PERSON,1
late thursday morning,TIME,1
hillary clinton john podhoretz,PERSON,1
iowa city,GPE,1
tennessee clinton,PERSON,1
conn bipartisan compromise expand background checks firearm,FAC,1
martin omalley strongest,PERSON,1
spokeswoman haley morris,ORG,1
georgetown institute politics public service,ORG,3
kaine dva,PERSON,2
david mudcat,PERSON,1
howard wolfson,PERSON,1
wolfson,PERSON,1
lamb everytowns spokeswoman,PERSON,1
jose delreal iowa city scott,PERSON,1
krauthammer,PERSON,1
backandforth bush rubio,PERSON,1
bill rubio,PERSON,1
bush krauthammer,PERSON,1
iowa republican party,ORG,2
heye,GPE,1
huma abedin clintons,PRODUCT,1
tim scott,PERSON,6
sen jim inhofe,PERSON,1
avail graham,PERSON,1
cheney,PERSON,15
hugh hewitts,PERSON,1
robert menendezs,PERSON,1
national republican senatorial committee demanding reid,ORG,1
harry reids,PERSON,3
jahan wilcox,PERSON,1
menendez panels,ORG,1
melgen,ORG,1
new millennium,ORG,1
onlydemocrat,ORG,1
maryland senate,ORG,1
389000,CARDINAL,1
last year half week,DATE,1
dave cullen,PERSON,1
shiite sunni iranian,NORP,1
city tikritsaddam husseins,ORG,1
80 miles,QUANTITY,3
sunni heartland city,LOC,1
260000,CARDINAL,5
sunni tribal,PRODUCT,1
pardon news,ORG,1
samarra,NORP,1
20062007,DATE,1
12282,DATE,1
23126,CARDINAL,1
several days later,DATE,1
eg demagogue,PERSON,1
netizens sieve truth,ORG,1
6 one,CARDINAL,1
thomas jefferson,PERSON,5
column least 10,CARDINAL,1
lisa de,PERSON,1
libertarians year,DATE,1
joe namath old,PERSON,1
afl legitimizing upstart league major force,ORG,1
10 20 30 years ago,DATE,1
bernie sanders tooputs,PERSON,1
thursday 2012,DATE,1
marcorubio,PERSON,2
marco rubio disclose,PERSON,1
next couple months,DATE,2
fox cruz rubio,PERSON,1
season years,DATE,1
senate reid,PERSON,1
8 billion,MONEY,1
suzanne maloney,PERSON,1
skeptics congress,ORG,1
delaware key democrat foreign relations committee,LOC,1
necessary maloney,PERSON,1
july 9 date,DATE,1
white house tough decisions,ORG,1
5050,MONEY,1
texas systematically,PERSON,1
james zadroga,PERSON,1
2090 72000,DATE,1
three weeks later,DATE,1
armandvc3,ORG,1
usgulf summit bridge,ORG,1
iran snls,ORG,1
obama hold,PERSON,1
leaders week,DATE,1
karim sadjadpour,PERSON,1
sadjadpour,PERSON,1
gulf arabs,NORP,1
bahrainis qataris,ORG,1
consequence islamic,ORG,1
jon alterman,PERSON,2
frederic wehrey,PERSON,1
north africa,LOC,2
saudi air campaign,ORG,1
minutes later,TIME,1
rift united,GPE,1
simon jenkins,PERSON,1
edwards brussels,PERSON,1
bill binney,PERSON,1
east germany,GPE,2
143 days,DATE,1
ira bombing,PERSON,1
1970s 1980s,DATE,2
webb virginia recipient navy,ORG,1
december march,DATE,1
tammy bruce,PERSON,1
joe biden pool,PERSON,1
october 22,DATE,1
hours hours,TIME,2
susan brooks mike,PERSON,1
michael morell,PERSON,2
blumenthal libyan,PERSON,1
congress fbi,ORG,1
indiana primary indiana,ORG,1
4934,CARDINAL,1
three nine,CARDINAL,1
nearly 350,CARDINAL,1
5 13,CARDINAL,1
early  6 pm  6 pm comes hour later dozen,TIME,1
2degrees,CARDINAL,1
de la,ORG,3
cadot,ORG,1
state department regulations,ORG,1
nearly 48 hours,TIME,1
clinton state department review public,ORG,1
khmer rouge,ORG,1
0207,DATE,1
islam rome,ORG,1
berger jessica stern,PERSON,1
julie de azevedo,PERSON,1
billy bush,PERSON,1
a year ago,DATE,2
gary herbert rep jason,PERSON,1
mike lee reelection,PERSON,1
another 20 percent,PERCENT,1
seven 10,DATE,1
mcmullin johnson,PERSON,3
cia,PERSON,1
mindy finn,PERSON,2
boyd matheson,PERSON,1
thai,NORP,3
1600 percent,PERCENT,1
come least every weeks,DATE,1
s legit,PERSON,1
park city,GPE,2
monmouth poll,PERSON,1
bernie sanders peter corroon,PERSON,1
utah democratic party,ORG,1
hillary mcmullin johnson,PERSON,1
george hw bush ross,PERSON,1
4538,DATE,1
shaw trump,PERSON,1
smu,ORG,1
matthew wilson,PERSON,1
777000,CARDINAL,1
virginia nbc news,ORG,1
additional 154 million,CARDINAL,1
state wisconsin speech,ORG,1
394 million,CARDINAL,1
kevin cirilli,PERSON,2
635 million45 million,MONEY,1
185 million,CARDINAL,3
jonathan martin alexander burns,PERSON,1
michelle conlin,PERSON,1
smith reuters,ORG,1
trump winery,PERSON,1
charlottesville virginia,ORG,1
dozen estimated 22450,CARDINAL,1
5298,CARDINAL,1
nearly 375000,CARDINAL,1
sean sullivan,PERSON,1
colluding clinton,PERSON,1
xenophobe,ORG,1
two remarkable hours,TIME,1
two compelling hours,QUANTITY,1
gulf trump clinton coalitions,ORG,1
monica langley,PERSON,2
donor clinton,ORG,1
arturo elias,PERSON,1
arthur sulzberger jr,PERSON,1
politicos ben schreckinger,PERSON,1
marlee matlin,PERSON,1
new york times guy,ORG,1
hotel,ORG,2
jordan north carolina,PERSON,1
david mccraw,PERSON,1
melania trumps,FAC,1
accuser natasha,PERSON,1
donald trump jr defended,PERSON,1
leigh ann caldwell,PERSON,1
corey lewandowski paul,PERSON,1
scott stringer,PERSON,1
contradict trumps,PERSON,1
911 museum,DATE,1
george w bush national intelligence,PERSON,1
john negroponte,PERSON,2
paul schwartzman ben terris,PERSON,1
arthur browne,PERSON,1
politicos josh,PERSON,2
gerstein clinton,PERSON,1
krissah thompson,PERSON,1
endorses clinton,PERSON,1
daniel patrick moynihan,PERSON,2
meteor,PERSON,1
zitner dante,PERSON,1
new hampshire colorado,GPE,1
boston globe dc bureau,ORG,1
david shribman grapples,PERSON,1
timothy egan,PERSON,2
greensboro charlotte,PERSON,1
miami fla,FAC,1
hillary delaware,PERSON,1
nice day,DATE,1
may fall,DATE,1
6585,DATE,1
come labor day,DATE,1
another couple weeks,DATE,1
oct 12 week,DATE,1
illinois indiana wisconsin,ORG,2
sen rob,PERSON,1
portman ohio running,PERSON,1
donald trump bernie sanders,PERSON,1
kristen anderson,PERSON,1
390000,CARDINAL,1
231000,CARDINAL,1
262000,CARDINAL,1
550000,CARDINAL,2
7 pm eastern,TIME,1
8 pm eastern,TIME,2
turkish military,PERSON,1
russian warplane,PERSON,4
november 24 2015,DATE,2
erdogans,NORP,4
putin gone,PERSON,1
erdogan head,PERSON,1
rand paul drops,PERSON,2
thousands upon thousands,CARDINAL,4
jim gray paul jump,PERSON,1
two years later three years later,DATE,1
1995 2016,DATE,1
3600,CARDINAL,3
1999 2012,DATE,1
196 trillion,MONEY,1
450 billion,MONEY,1
88 trillion,CARDINAL,1
43 trillion,CARDINAL,1
syria pence,ORG,1
appalachians,NORP,2
san jose,GPE,8
the san jose police department,ORG,1
month earlier,TIME,1
costa mesa,GPE,1
san joses,GPE,1
police department issued press,ORG,1
dipaola,PERSON,2
sucker punch,PERSON,1
808 pm,QUANTITY,1
san jose mercury,GPE,1
east san jose,PERSON,1
tom llamas,PERSON,1
martha garcia,PERSON,1
dipaola instance,ORG,1
hillary clinton bernie sanderss,PERSON,1
sam liccardo,PERSON,1
9 2016,DATE,1
benito mussolini,PERSON,1
rachel st john author,PERSON,1
roughly 11 million,CARDINAL,3
99 101,CARDINAL,1
washington state republican party,ORG,1
chris vance,PERSON,1
73 27,DATE,1
5363 4637,DATE,1
michelle,PERSON,1
new york times catholic league,ORG,1
bill donohue,PERSON,1
5400,CARDINAL,1
robert reich,PERSON,3
danny glover,PERSON,3
months end,DATE,1
howard deans,PERSON,2
steve fraser,PERSON,1
jamelle bouie,PERSON,2
bernie sanders movement,ORG,1
bouie boston college,ORG,1
dave hopkins,PERSON,1
1990s early 2000s,DATE,1
age 35,DATE,1
democratic party hopkins,ORG,1
princetons christopher,PERSON,1
rick perry sen marco rubio,PERSON,1
record veterans,PERSON,1
many many years,DATE,1
scott walkers supernova,PERSON,1
season  old,DATE,1
rick perry 2012,PERSON,1
chris galdieri,PERSON,1
rise donald trump ben carson,PERSON,1
perry walker,PERSON,1
politicsese,NORP,1
wisconsin capital,ORG,1
baltimore city,GPE,2
alan dershowitz taken,PERSON,1
nicole brown simpson friend ron goldman,PERSON,1
congress inches closer cliff,ORG,1
carson doubles muslim comments,ORG,1
sunday late sunday,DATE,1
dr ben,PERSON,1
vision america,ORG,7
pakistan,NORP,1
khizr ghazala khan,PERSON,2
joe plumber,PERSON,1
five harrowing years,DATE,1
vietnamese,NORP,4
kellys,PERSON,3
american bar association,ORG,2
constitution khan,PERSON,1
july 56 percent,PERCENT,1
mark burnett,PERSON,2
debtfree college,ORG,1
richard matt david,PERSON,3
cuomo,PERSON,1
spokeswoman department,ORG,1
jonathan parks,PERSON,1
2689,DATE,1
every two hours,TIME,1
170yearold,CARDINAL,1
december 1997,DATE,2
gabriel dibernardo,PERSON,1
5 feet 11 inches,QUANTITY,1
165 pounds,QUANTITY,1
6 feet,QUANTITY,1
210 pounds,QUANTITY,1
marine corps insignia,ORG,1
extradited mexico back,GPE,1
proximity canada matts,ORG,1
jonathan gilliam,PERSON,1
william otoole,PERSON,1
mcdonald served special operations forces special forces,ORG,1
jan 30,DATE,1
mcdonalds misstatement,ORG,1
huffington post mcdonald graduated us,ORG,1
west point 1975,DATE,1
82nd,ORDINAL,1
huffington post mcdonald formally,ORG,1
mcdonald also,ORG,1
mcdonald added,ORG,1
michael helm,PERSON,1
department house veterans affairs committee,ORG,1
mike coffman rcolo,PERSON,2
monday evening,TIME,2
mcdonald apologized,PERSON,1
army mcdonald went,ORG,1
past july,DATE,2
4 pm mr,TIME,1
iraq week,EVENT,1
10step,CARDINAL,1
june 2014 75,DATE,1
newsnew york,GPE,1
19891993,DATE,1
george bus,PERSON,1
iraq news,ORG,1
scott walker,PRODUCT,1
house committee report,ORG,1
crisis house committee report,ORG,1
jason chaffetz rutah rep elijah,PERSON,1
dmd,ORG,2
past decade 13,DATE,1
cartagena,ORG,1
eleven days later,DATE,1
julia pierson,PERSON,3
john kasich trumps,PERSON,1
january nine,DATE,1
5346,CARDINAL,1
rubio puerto,FAC,1
rico,ORG,2
next tuesday  first day,DATE,1
rubio clinton,PERSON,2
arizona fox news,ORG,1
roughly 21,CARDINAL,1
almost 2 1,CARDINAL,1
march 3 6,DATE,1
jesse matthew,PERSON,3
albemarle county,GPE,3
matthew charged,PERSON,1
matthew 33,PERSON,1
matthew harrington,PERSON,2
roughly six miles,QUANTITY,1
uva,GPE,1
matthew person,PERSON,1
matthew 2005,PERSON,1
christopher newport,PERSON,1
2002 2003,DATE,1
matthew played football schools,PERSON,1
july 16 70th,DATE,1
alamogordo,GPE,1
seven decades old,DATE,1
1945,DATE,4
1941,DATE,2
july 27,DATE,1
john kennedy,PERSON,6
10 15 20,CARDINAL,1
377,CARDINAL,2
422,CARDINAL,1
approximately 70 percent,PERCENT,1
rebuke,PERSON,1
congress wilson,ORG,1
ashland,GPE,1
clerk kim davis,PERSON,4
david moore david,PERSON,1
randy smith,PERSON,1
hannah miles,PERSON,1
pagan wiccan,PERSON,1
pat moynihan problem,PERSON,1
patrick moynihan,PERSON,1
vietnam war wild antiwar,EVENT,1
1994  bad year,DATE,1
stephen hess,PERSON,1
moynihan brookings,PERSON,1
moynihan,PERSON,5
thinker greg,ORG,1
nixon moynihan,PERSON,1
thing white house,ORG,1
burke moynihan antidote,PERSON,1
iowa nevada,ORG,1
jeb bush graham,PERSON,1
islam isil,PERSON,1
blue state new york,ORG,1
pan rick santorum,PERSON,1
bluecollar,CARDINAL,2
ben carson carson,PERSON,2
carson weeks,DATE,1
graham rick perry scott,PERSON,1
cnn war wall street bernie,LAW,1
spokeswoman clinton,PERSON,1
fifteen years ago,DATE,1
massachusetts warren,PERSON,1
wall street clinton,FAC,1
anita hill,FAC,1
africanamerican law,ORG,1
new england area,LOC,1
thirdcandidate,DATE,1
john quincy,PERSON,3
1830s 1840s,DATE,1
willkie,GPE,1
1940,DATE,4
decades come hour,TIME,1
breaks party,ORG,1
last three,DATE,1
john kerry al gore  ,PERSON,1
bill clinton george hw,PERSON,1
six months february,DATE,1
james brown,PERSON,2
threeandahalf days,DATE,1
national hispanic,ORG,1
dc clinton,PERSON,1
huffington posts sam stein sitdown,ORG,1
130 days week,DATE,1
durbin unfair,PERSON,1
huffington,ORG,1
late 20th century,DATE,1
2000 80 percent,PERCENT,1
2002 tenth,DATE,1
10000 80 percent,PERCENT,1
almost 20 percent,PERCENT,1
volumes republican party,ORG,1
5percent,CARDINAL,1
jeb united states,PERSON,1
kennedyjohnson,PERSON,1
early 60s,DATE,1
796 percent,PERCENT,1
437 percent,PERCENT,1
bryce covert,PERSON,1
10 trillion,MONEY,2
12th,DATE,1
2013 2015,DATE,1
ten years,DATE,1
kansas city,ORG,1
sen jim webb 1 support,PERSON,1
august 53,DATE,1
6in10,CARDINAL,1
night 31,DATE,1
76 89,CARDINAL,1
50 37,CARDINAL,1
26 33,CARDINAL,1
40 age 50,DATE,1
carson 8,PERSON,1
425,CARDINAL,2
gloria borger,PERSON,1
biden hedging,ORG,1
peter hamby,PERSON,1
middle 2015,DATE,1
national interest united states,ORG,1
anybody clinton,PERSON,1
60 34 seconds,TIME,1
eric liu,PERSON,1
chinamans,NORP,1
mark martin,PERSON,1
day year,DATE,2
desmond tutu,PERSON,1
150 years,DATE,3
sharm elsheikh,PERSON,6
6 217,CARDINAL,1
23 minutes,TIME,2
almuqadem egyptian,NORP,1
hassana,ORG,1
44 miles,QUANTITY,1
maxim sokolov,PERSON,2
36000 feet,QUANTITY,1
flightradar24,PERSON,1
6000 feet,QUANTITY,1
138,CARDINAL,2
2 17,CARDINAL,1
sharm elsheikhs airport technical committee,GPE,1
nearly 21000,CARDINAL,1
12000 air hours,TIME,1
3860,DATE,1
brisco tour company st petersburg,PERSON,1
nov 1 national day,DATE,1
33 yulia,QUANTITY,1
zaitseva,PERSON,1
morrissey,ORG,1
hillary clintons democratic party,ORG,1
bernie sanders democratic party,ORG,1
cartoon islamic,ORG,1
nearly year later,DATE,2
14 days,DATE,2
24 days,DATE,2
18day,CARDINAL,1
iran united states,GPE,3
federica mogherini european union,PERSON,1
continuation united nations arms,ORG,1
un inspectors press,ORG,1
mohammad javad,PERSON,1
kerry zarif,PERSON,1
60day review period obama,DATE,1
february 2014,DATE,2
catholic university,ORG,2
hobby lobby stores ltd,PERSON,1
burwell us,ORG,1
14392,DATE,1
lawrence hurley,PERSON,1
dunham,GPE,1
2016 campaign day,DATE,1
perhaps days,DATE,1
podrazik,PERSON,1
delaware newark,ORG,1
84 million,CARDINAL,4
annenberg,PERSON,1
dallas mavericks,PERSON,1
khizr khans speech democratic national convention slain soldierson trumps,PERSON,1
3 oclock morning,TIME,2
916 million,CARDINAL,2
america town hall,FAC,1
5842,CARDINAL,1
marco rubio jeb join,PERSON,1
huffington post romney,ORG,1
fourth july,DATE,1
rubio mark,PERSON,1
charlie atheist,PERSON,1
rang honor,PERSON,1
biden white house,PERSON,1
pentagon morning,LANGUAGE,1
john burnett,PERSON,1
60 years old,DATE,2
534 billion,MONEY,1
499 billion,CARDINAL,1
winwin iran,ORG,1
wang yi,PERSON,2
frank walter,PERSON,1
steinmeier european union,ORG,1
mohammad javad zarif head,PERSON,3
philip hammon,PERSON,1
united nations building,ORG,3
tuesday 18 days,DATE,1
landmark deal,ORG,1
irans,NORP,2
14 2015,DATE,1
159,CARDINAL,1
last 20 months,DATE,1
austria final,PERSON,1
18day,DATE,1
kevan harris,PERSON,1
iran persian gulf,EVENT,1
iranians stung,PERSON,1
ahmad tavakkoli,PERSON,1
122 billion,CARDINAL,1
25 billion,CARDINAL,2
30 billion,CARDINAL,3
interim 40 billion  half 70 billion,MONEY,1
richard dalton,PERSON,1
chatham house,PERSON,1
88 billion year,MONEY,1
european council foreign relations,ORG,1
85 90,DATE,1
dalton chatham house,PERSON,1
israel americas gulf,ORG,1
dalton,PERSON,4
325 pounds,QUANTITY,1
every months,DATE,3
earth,LOC,2
june 19 2015,DATE,3
june 18 2015,DATE,1
2 2015,DATE,1
calif obama,PERSON,1
conn congress,ORG,1
355th,ORG,3
317,CARDINAL,1
1999 2013,DATE,1
paris news,ORG,1
adam lankford,PERSON,1
lankford ran,PERSON,1
umpqua college,ORG,1
lankford,ORG,1
approximately five,CARDINAL,1
jaclyn schildkraut,PERSON,1
texas state university researcher,ORG,1
finland,GPE,3
china britain australia,ORG,1
norway,GPE,6
133,CARDINAL,2
john r lott jr gun rights analyst,PERSON,1
oecd,ORG,2
2009 2015,DATE,1
europe lott,PERSON,1
lankford lott,PERSON,1
rate lankford,PERSON,1
lankford lankford looks,PERSON,1
